id,začetna točka,čas,zahtevnost 
10280,Planina  Blato,2 h 50 min,lahka neoznačena steza
10280,Planina Blato,3 h 20 min,lahko brezpotje
102800,Planina Krnica,4 h,zelo zahtevno brezpotje
102800,D postaja,2 h 15 min,zelo zahtevno brezpotje
102820,Bele vode / Rio Bianco,5 h,alpinistični vzpon
102830,Gozd Martuljek,2 h 15 min,lahka označena pot
102848,D postaja,35 min,zahtevna označena pot
102848,Križišče nad B postajo,4 h 45 min,zelo zahtevna označena pot
102848,Križišče nad B postajo,4 h 30 min,zahtevna označena pot
10285,Dom v Tamarju,3 h 15 min,delno zahtevna označena pot
10285,Dom v Tamarju,3 h 15 min,lahka označena pot
10286,NC Planica,45 min,lahka označena pot
10286,NC Planica,45 min,lahka označena pot
10286,Podkoren,1 h 30 min,"lahka neoznačena steza, lahka označena pot"
10290,Bohinjsko sedlo,1 h 15 min,lahka neoznačena steza
10290,Bohinjsko sedlo,1 h,lahka neoznačena steza
10290,Podbrdo,3 h 15 min,lahka označena pot
10290,Petrovo Brdo,2 h 15 min,lahka označena pot
10290,Podbrdo,3 h 10 min,lahka označena pot
10291,Pri Rupah,2 h,lahko brezpotje
10291,Planina Zajavornik,2 h 15 min,lahko brezpotje
10291,Šport hotel,3 h,lahko brezpotje
10292,Konec ceste na Pokljuki,3 h 45 min,lahka označena pot
10292,Stara Fužina,4 h 15 min,lahka označena pot
10292,Planina Blato,3 h 15 min,lahka neoznačena steza
10292,Rudno polje,4 h 5 min,lahka označena pot
10292,Uskovnica,4 h 15 min,zahtevna označena pot
10292,Uskovnica,4 h 20 min,zahtevna označena pot
10292,Srednja vas,4 h 35 min,zahtevna označena pot
102930,Stara Fužina,1 h 15 min,lahka označena pot
102931,Stara Fužina,1 h 20 min,lahka označena pot
102932,Stara Fužina,55 min,lahka označena pot
102932,Srednja vas,55 min,lahka neoznačena steza
102948,Kneške Ravne,55 min,lahka neoznačena steza
102975,Selce,1 h,zahtevna neoznačena steza
102984,Lepena,2 h 30 min,delno zahtevna neoznačena pot
102986,Dom v Lepeni,4 h,zahtevno brezpotje
102986,Lepena,5 h 30 min,zahtevno brezpotje
102988,Dom v Lepeni,4 h 30 min,zahtevno brezpotje
102988,Lepena,6 h,zahtevno brezpotje
102990,Dolina Krma,5 h 5 min,lahka označena pot
102992,Mangartska planina,45 min,delno zahtevna neoznačena pot
102996,Ukanc,1 h 50 min,izjemno zahtevna označena pot
102998,Avsa,1 h 20 min,lahka označena pot
102999,Avsa,2 h 35 min,"lahka označena pot, lahko brezpotje"
103,Aljažev dom v Vratih,5 h 25 min,zelo zahtevna označena pot
103,Aljažev dom v Vratih,5 h 35 min,zelo zahtevna označena pot
103,Dolina Kot,5 h 35 min,zelo zahtevna označena pot
103001,Livek,20 min,lahka označena pot
103024,Belopeška jezera / Lago di Fusine,15 min,lahka označena pot
103025,Belopeška jezera / Lago di Fusine,1 h 40 min,lahka neoznačena steza
103025,Bela Peč / Villa Bassa,2 h,lahka neoznačena steza
10308,Mojstrana,2 h,lahka označena pot
10308,Plaz Črlovec,1 h 45 min,zahtevna neoznačena steza
103086,NC Planica,1 h 5 min,delno zahtevna označena pot
10310,Javorje,2 h 45 min,lahka označena pot
10310,Rutarski gozd,2 h 30 min,lahka označena pot
10310,Ski hotel Vogel,3 h,lahka označena pot
10310,Ravne,6 h 5 min,delno zahtevna označena pot
10310,Ribčev Laz,4 h 15 min,lahka označena pot
10310,Javorje,2 h 30 min,lahka neoznačena steza
10310,Ribčev Laz,4 h,lahka neoznačena steza
10310,Grant,3 h 30 min,lahka označena pot
10310,Stržišče,4 h 15 min,lahka označena pot
10310,Kneške Ravne,4 h 45 min,"lahka neoznačena steza, zahtevna označena pot"
103101,Strada di Foredor,15 min,lahka označena pot
103102,Krnica,50 min,lahka označena pot
103103,Krnica,1 h 30 min,lahka neoznačena steza
103104,Krnica,3 h,lahka neoznačena steza
10311,Ribčev Laz,2 h 30 min,lahka označena pot
10311,Javorje,1 h,lahka označena pot
10311,Pod Debelo glavo,3 h 10 min,lahka neoznačena steza
10311,Pod Debelo glavo,2 h 55 min,lahka neoznačena steza
10311,Vodel,3 h 15 min,lahka neoznačena steza
103111,Bele vode / Rio Bianco,1 h 15 min,lahka označena pot
103137,Gozdec,2 h 10 min,lahka označena pot
103139,Gozdec,4 h 40 min,lahka označena pot
103139,D postaja,45 min,zahtevna označena pot
103139,D postaja,1 h 15 min,zahtevna označena pot
103151,Rateče,40 min,lahka neoznačena steza
103193,Bled,2 h 50 min,lahka označena pot
103193,Zatrnik,1 h 15 min,lahka neoznačena steza
103193,Bohinjska Bela,2 h 35 min,lahka označena pot
103195,Bled,3 h,lahka označena pot
103195,Zatrnik,1 h 25 min,lahka neoznačena steza
103195,Bohinjska Bela,2 h 45 min,lahka označena pot
103195,Planina Smrečica,50 min,lahka neoznačena steza
103196,Zatrnik,1 h 35 min,lahka neoznačena steza
103196,Cesta na Pokljuko,1 h,lahka neoznačena steza
103196,Bled,3 h 10 min,lahka označena pot
103196,Bohinjska Bela,2 h 55 min,lahka označena pot
103196,Planina Smrečica,1 h,lahka neoznačena steza
103197,Bled,3 h 45 min,lahka označena pot
103197,Zatrnik,2 h 10 min,lahka neoznačena steza
103197,Planina Smrečica,1 h 35 min,lahka neoznačena steza
103197,Bohinjska Bela,3 h 30 min,lahka označena pot
103198,Planina Smrečica,2 h,lahka neoznačena steza
103198,Bled,4 h 10 min,lahka označena pot
103198,Zatrnik,2 h 35 min,lahka neoznačena steza
103198,Bohinjska Bela,3 h 55 min,lahka označena pot
103199,Bohinjska Bela,15 min,lahka označena pot
103203,Ravne,20 min,lahka neoznačena steza
10321,Dolina Kot,5 h,zelo zahtevna označena pot
10321,Dolina Kot,4 h 20 min,delno zahtevna označena pot
10321,Dolina Krma,5 h 35 min,lahka označena pot
10321,Aljažev dom v Vratih,4 h 50 min,zahtevna označena pot
10321,Konec ceste na Pokljuki,6 h 10 min,zelo zahtevna označena pot
10321,Turkov rovt,4 h 20 min,lahko brezpotje
10323,Planina Blato,2 h 45 min,lahka neoznačena steza
10323,Planina Blato,3 h 15 min,lahka neoznačena steza
10323,Stara Fužina,5 h,lahka neoznačena steza
10325,Koča pri Savici,5 h,lahka označena pot
10325,Koča pri Savici,5 h,lahka označena pot
10325,Pod Zjabci,4 h,zahtevno brezpotje
10325,Pod Zjabci,5 h,lahka označena pot
10325,Dom v Lepeni,5 h,lahka označena pot
10325,Dom v Lepeni,4 h 40 min,lahko brezpotje
10326,Koča pri Savici,4 h 30 min,delno zahtevna označena pot
10326,Koča pri Savici,5 h 30 min,delno zahtevna označena pot
10326,Planina Polog,5 h 45 min,delno zahtevna označena pot
10326,Dom v Lepeni,4 h 30 min,delno zahtevna označena pot
10327,Koča pri Savici,5 h,delno zahtevna označena pot
10327,Koča pri Savici,5 h,lahka označena pot
10327,Planina Polog,5 h,lahko brezpotje
10327,Planina Polog,6 h 15 min,delno zahtevna označena pot
10327,Dom v Lepeni,5 h,delno zahtevna označena pot
10327,Tolminske Ravne,5 h 15 min,"zahtevna označena pot, lahko brezpotje"
10328,Gozdec,4 h 15 min,lahka označena pot
10328,D postaja,50 min,zahtevna označena pot
10328,D postaja,1 h 5 min,zahtevna označena pot
103289,Belopeška jezera,3 h,zelo zahtevna označena pot
10329,Planina Kuhinja,40 min,lahka označena pot
103297,Mojstrana,1 h 50 min,lahko brezpotje
103297,Mojstrana,2 h 5 min,delno zahtevna neoznačena pot
103299,Mojstrana,2 h,lahko brezpotje
103299,Mojstrana,2 h 15 min,delno zahtevna neoznačena pot
1033,Aljažev dom v Vratih,5 h 15 min,delno zahtevna označena pot
1033,Zadnjica,6 h,lahka označena pot
1033,Aljažev dom v Vratih,5 h,zahtevna neoznačena steza
1033,Ruski križ,6 h 15 min,zelo zahtevna označena pot
1033,Pišnica,6 h 50 min,zelo zahtevna označena pot
10330,Planina Kuninja,3 h,lahka označena pot
10330,Krn,3 h 40 min,lahka označena pot
10330,Planina Polog,4 h 45 min,lahka označena pot
10332,Mojstrana,4 h 15 min,lahka označena pot
10332,Plaz Črlovec,4 h 25 min,"delno zahtevna neoznačena pot, lahka označena pot"
10332,Plaz Črlovec,4 h,"zahtevna neoznačena steza, lahka označena pot"
103333,Dolina Kot,1 h,lahka neoznačena steza
103334,Aljažev dom v Vratih,4 h 45 min,"lahko brezpotje, delno zahtevna označena pot"
103353,Bled,1 h 30 min,lahka neoznačena steza
10339,Rudno polje,2 h 45 min,lahka označena pot
10339,Medvedova konta,2 h 15 min,lahka označena pot
10339,Planina Zajavornik,2 h 30 min,lahka označena pot
10339,Rudno polje,2 h 15 min,lahka neoznačena steza
10339,Šport hotel,3 h 15 min,lahka označena pot
10340,Gozd Martuljek,2 h,lahka označena pot
10340,Gozd Martuljek,2 h,lahka označena pot
10341,Krnica,3 h 15 min,lahka označena pot
10341,Strmec,10 min,lahka označena pot
10342,Rudno polje,50 min,lahka označena pot
10342,Srednja vas,1 h 40 min,lahka označena pot
10342,Uskovnica,20 min,lahka označena pot
10342,Srednja vas,1 h 40 min,lahka označena pot
10342,Stara Fužina,2 h,lahka označena pot
10342,Stara Fužina,3 h,lahka označena pot
10342,Uskovnica,15 min,lahka označena pot
103425,Savica,1 h 40 min,izjemno zahtevna označena pot
103446,Zadnja Trenta,1 h 40 min,zahtevna označena pot
10345,Kosmačev preval,1 h 15 min,lahka neoznačena steza
103465,Zadnja Trenta,4 h 10 min,"lahko brezpotje, zahtevna označena pot"
103465,Zadnja Trenta,6 h 30 min,"lahko brezpotje, zelo zahtevna označena pot"
103474,ZipLine Kanin pred planino Krnica,2 h,delno zahtevna neoznačena pot
103476,Log v Trenti,4 h,"lahka označena pot, lahka neoznačena steza"
103476,Log v Trenti,4 h,delno zahtevna neoznačena pot
103478,ZipLine Kanin pred planino Krnica,2 h,"lahka označena pot, delno zahtevna neoznačena pot"
103485,Galerija Berebica v Trenti,4 h 30 min,zelo zahtevno brezpotje
103493,Zadnja Trenta,4 h 20 min,"zahtevno brezpotje, zahtevna označena pot"
103493,Zadnja Trenta,6 h 50 min,"zahtevno brezpotje, zelo zahtevna označena pot"
1035,D postaja,45 min,delno zahtevna označena pot
1035,Nevejski Preval,4 h 15 min,zahtevna označena pot
1035,B postaja,4 h 25 min,zahtevna označena pot
1035,Nevejski preval,3 h 45 min,zahtevna označena pot
1035,Nevejski preval,3 h 30 min,delno zahtevna označena pot
1035,Gozdec,5 h 45 min,zahtevna označena pot
103520,Ravne,2 h 45 min,"lahka označena pot, lahka neoznačena steza"
103558,Zadnja Trenta,1 h 20 min,delno zahtevna neoznačena pot
103563,Spodnja Trenta,2 h,lahka neoznačena steza
103564,Spodnja Trenta,3 h 10 min,lahka neoznačena steza
103565,Planina Zajzera,1 h 15 min,lahka označena pot
103566,Planina Zajzera,2 h 30 min,lahka označena pot
103566,Planina Zajzera,3 h 10 min,lahka označena pot
103568,Poldov rovt,2 h,zahtevna neoznačena steza
103570,Spodnja Trenta,3 h 25 min,lahka neoznačena steza
103575,Lužnice,2 h 30 min,lahka označena pot
103575,Ombrico,2 h 20 min,lahka neoznačena steza
103580,Lužnice,3 h 50 min,zelo zahtevna označena pot
103580,Ombrico,3 h 40 min,lahka neoznačena steza
103580,Planina Zajzera,4 h 10 min,zelo zahtevna označena pot
103580,Lužnice,5 h 35 min,zelo zahtevna označena pot
103585,Planina Zajzera,3 h 15 min,"zelo zahtevna označena pot, lahka neoznačena steza"
103585,Naborjet / Malborghetto,3 h 40 min,"lahka označena pot, lahka neoznačena steza"
103589,Zadnja Trenta,4 h 30 min,"zahtevno brezpotje, zelo zahtevna označena pot"
103589,Zadnja Trenta,4 h 45 min,"zahtevno brezpotje, zelo zahtevna označena pot"
103597,Gozdec,5 h,zelo zahtevna označena pot
103602,Ruski križ,3 h 45 min,zahtevno brezpotje
103692,Koča pri Savici,6 h 35 min,lahko brezpotje
10373,Vrh Bače,45 min,lahka označena pot
10373,Bohinjsko sedlo,2 h 35 min,lahka označena pot
10373,Petrovo Brdo,2 h 15 min,lahka označena pot
10373,Podbrdo,3 h,lahka označena pot
10374,Planina Kuhinja,3 h 20 min,delno zahtevna označena pot
10374,Planina Kuhinja,4 h,lahka označena pot
10374,Dom v Lepeni,4 h 50 min,delno zahtevna označena pot
10374,Krn,4 h 40 min,lahka označena pot
10374,Dom v Lepeni,4 h 45 min,lahka neoznačena steza
10374,Koča pri Savici,7 h 5 min,lahka označena pot
10374,Planina Polog,6 h,lahka označena pot
10374,Koča na planini Kuhinja,3 h 15 min,delno zahtevna označena pot
10374,Planina Polog,5 h 45 min,lahka označena pot
10374,Tolminske Ravne,6 h 45 min,zahtevna označena pot
10378,Planina Blato,3 h 40 min,lahko brezpotje
10378,Planina Blato,3 h 20 min,delno zahtevna neoznačena pot
10378,Konec ceste na Pokljuki,5 h,delno zahtevna neoznačena pot
10378,Stara Fužina,5 h 5 min,delno zahtevna neoznačena pot
10378,Rudno polje,5 h 20 min,delno zahtevna neoznačena pot
103821,2. serpentina vršiške ceste,1 h,lahka neoznačena steza
10383,Planina Blato,4 h,zahtevno brezpotje
10384,Planina Blato,4 h 15 min,lahko brezpotje
10385,Planina Blato,4 h 30 min,lahka neoznačena steza
10385,Planina  Blato,6 h,"delno zahtevna označena pot, lahko brezpotje"
10385,Koča pri Savici,6 h,"zahtevna označena pot, lahko brezpotje"
10385,Koča pri Savici,6 h 15 min,"zahtevna označena pot, lahko brezpotje"
103858,Planina Zajzera,3 h,delno zahtevna označena pot
103858,Planina Zajzera,3 h 40 min,zelo zahtevna označena pot
10386,Vršič,2 h 30 min,zahtevna neoznačena steza
10392,Most Boka,40 min,lahka označena pot
10392,Most Boka,1 h 15 min,zahtevno brezpotje
10393,Log pod Mangartom,15 min,lahka označena pot
10394,Mojstrana,2 h 20 min,lahka označena pot
10394,Ravne,2 h 45 min,lahka neoznačena steza
10394,Mojstrana,2 h 35 min,delno zahtevna neoznačena pot
10394,Planina Spodnji Kozjek,2 h 30 min,lahka neoznačena steza
103954,Mrzla Voda,14 h 30 min,zelo zahtevna neoznačena steza
10396,Kobarid,20 min,lahka označena pot
10397,Konec ceste na Pokljuki,3 h,delno zahtevna neoznačena pot
10397,Rudno polje,3 h 30 min,"zahtevna označena pot, delno zahtevna neoznačena pot"
10397,Rudno polje,3 h 20 min,delno zahtevna neoznačena pot
10397,Uskovnica,4 h 15 min,"zahtevna označena pot, delno zahtevna neoznačena pot"
10397,Konec ceste na Pokljuki ,3 h 15 min,zahtevno brezpotje
10397,Uskovnica,3 h 35 min,delno zahtevna neoznačena pot
10397,Uskovnica,3 h 55 min,delno zahtevna neoznačena pot
10397,Uskovnica,4 h 15 min,"zahtevna označena pot, delno zahtevna neoznačena pot"
10397,Srednja vas,5 h 40 min,"zahtevna označena pot, delno zahtevna neoznačena pot"
10397,Srednja vas,5 h 20 min,delno zahtevna neoznačena pot
104,Mangartsko sedlo,2 h,zelo zahtevna označena pot
104,Mangartsko sedlo,2 h,zahtevna označena pot
104,Belopeška jezera,5 h 30 min,izjemno zahtevna označena pot
104,Loška Koritnica,7 h,zelo zahtevna označena pot
104,Pri Mlinču,4 h 45 min,zelo zahtevna označena pot
104,Pri Mlinču,4 h 45 min,"lahka neoznačena steza, zelo zahtevna označena pot"
104,Pri Mlinču,4 h 45 min,zahtevna označena pot
104,Pri Mlinču,4 h 45 min,"lahka neoznačena steza, zahtevna označena pot"
1040,Vršič,5 h 30 min,zahtevno brezpotje
1040,Vršič,6 h,zahtevno brezpotje
1040,Zadnja Trenta,5 h 30 min,zahtevno brezpotje
1040,Zadnja Trenta,5 h 30 min,zahtevno brezpotje
10402,Plaz Črlovec,5 h,zahtevna neoznačena steza
10402,Plaz Črlovec,6 h,alpinistični vzpon
104023,Drežniške Ravne,45 min,zahtevna označena pot
10403,Kobarid,25 min,lahka označena pot
10404,Kobarid,20 min,lahka označena pot
10405,Čezsoča,1 h 20 min,lahka označena pot
10406,Čezsoča,1 h 45 min,zahtevna neoznačena steza
10407,Zadnjica,20 min,lahka neoznačena steza
10410,Planina Kuhinja,3 h 5 min,lahka označena pot
10410,Dom v Lepeni,5 h,lahka označena pot
10410,Drežnica,4 h 50 min,zelo zahtevna označena pot
10410,Koča na planini Kuhinja,3 h,lahka označena pot
10410,Drežnica,4 h 50 min,lahka označena pot
10410,Tolminske Ravne,7 h 30 min,zahtevna označena pot
10411,Planina Polog,20 min,lahka označena pot
10412,Planina Polog,1 h,lahka označena pot
10413,Planina Polog,25 min,lahka označena pot
10414,Trdnjava Kluže,5 h,lahka označena pot
10414,Zavrzelno,5 h,delno zahtevna označena pot
10414,D postaja,5 h,delno zahtevna označena pot
10414,Nevejski preval,6 h 45 min,delno zahtevna označena pot
10414,Nevejski preval,6 h 30 min,delno zahtevna označena pot
10415,Zavrzelno,3 h,lahka označena pot
10416,Zavrzelno,2 h,lahka označena pot
10416,Cesta Bovec,3 h,lahka označena pot
10417,Dom v Lepeni,2 h 50 min,lahka označena pot
10418,Planina Kuhinja,4 h,lahka neoznačena steza
10418,Dom v Lepeni,4 h 45 min,lahka neoznačena steza
10418,Planina Polog,5 h 25 min,lahka neoznačena steza
10418,Krn,4 h 40 min,lahka neoznačena steza
10418,Planina Polog,5 h 45 min,lahka neoznačena steza
10418,Koča pri Savici,6 h 30 min,lahka neoznačena steza
10418,Tolminske Ravne,6 h 10 min,"zahtevna označena pot, lahka neoznačena steza"
10419,Kal,3 h 15 min,delno zahtevna označena pot
10420,Bele Vode,3 h 30 min,delno zahtevna označena pot
10420,Možnica,5 h,zahtevna označena pot
10421,B Postaja,55 min,delno zahtevna označena pot
10421,Cesta Bovec,2 h,lahka označena pot
10421,B postaja Kaninske žičnice,1 h 15 min,lahka označena pot
10422,D postaja,1 h,zelo zahtevno brezpotje
10422,Gozdec,4 h 25 min,zelo zahtevno brezpotje
10423,Zadnjica,5 h 45 min,zahtevna označena pot
10423,Vršič,5 h 45 min,zahtevna označena pot
10423,Aljažev dom v Vratih,6 h 15 min,zahtevna označena pot
10423,Ruski križ,6 h 55 min,zelo zahtevna označena pot
10424,Zgornja Trenta ,5 min,lahka označena pot
10425,Koča pri izviru Soče,15 min,zahtevna označena pot
10426,Vršič,30 min,lahka označena pot
10426,Koča na Gozdu,1 h 30 min,lahka neoznačena steza
10426,Koča pri izviru Soče,2 h 40 min,lahka označena pot
10426,Tonkina koča na Vršiču,1 h,lahka označena pot
10427,Lepena,20 min,lahka označena pot
10428,Možnica,30 min,lahka označena pot
10429,Pecol,25 min,lahka označena pot
1043,Pišnica,4 h 45 min,zahtevna označena pot
1043,Ruski križ,5 h,zelo zahtevna označena pot
1043,Ruski križ,4 h 50 min,zahtevna označena pot
1043,Pišnica,5 h 30 min,zelo zahtevna označena pot
10430,Scicchizza,20 min,lahka označena pot
10430,MP Rateče,1 h 5 min,lahka neoznačena steza
10430,Ahlete / Aclete,1 h 5 min,lahka označena pot
10434,Bohinjsko sedlo,1 h,lahka označena pot
10434,Zgornja Sorica,1 h 30 min,lahka označena pot
10434,Bohinjsko sedlo,40 min,lahka neoznačena steza
10435,Bohinjsko sedlo,40 min,lahka označena pot
10435,Zgornja Sorica,1 h 40 min,lahka označena pot
10435,Petrovo Brdo,2 h,lahka označena pot
10435,Bohinjsko sedlo,45 min,lahka neoznačena steza
10435,Podbrdo,2 h 55 min,lahka označena pot
10436,Kozji hrbet,15 min,lahka neoznačena steza
10437,Bohinjsko sedlo,2 h,lahka označena pot
10437,Bohinjsko sedlo,1 h 30 min,lahka označena pot
10437,Podbrdo,3 h,lahka označena pot
10437,Vrh Bače,45 min,lahka označena pot
10437,Kozji hrbet,50 min,lahka neoznačena steza
10437,Petrovo Brdo,2 h 15 min,lahka označena pot
10448,Koča pri Savici,5 h 30 min,"lahka neoznačena steza, delno zahtevna označena pot"
10448,Koča pri Savici,5 h 30 min,delno zahtevna označena pot
10448,Planina Polog,5 h 30 min,"lahko brezpotje, delno zahtevna označena pot"
10449,Koča pri Savici,3 h,lahka označena pot
10452,Koča pri Savici,5 h 30 min,zahtevna označena pot
10452,Koča  pri Savici,7 h 15 min,zahtevna označena pot
10452,Planina Blato,5 h 45 min,zahtevna označena pot
10452,Planina Blato,7 h 15 min,zahtevna označena pot
10452,Vas na Skali,5 h,zelo zahtevno brezpotje
10452,Trenta,6 h 30 min,zahtevna označena pot
10452,Zadnjica,6 h 30 min,zahtevna označena pot
10453,Koča pri  Savici,6 h,"zahtevna označena pot, lahka neoznačena steza"
10453,Planina Blato,6 h,zahtevna neoznačena steza
10453,Trenta,5 h 15 min,"lahka označena pot, lahka neoznačena steza"
10453,Zadnjica,5 h 15 min,"lahka označena pot, lahka neoznačena steza"
10454,Planina Blato,3 h 50 min,zahtevno brezpotje
10454,Koča pri Savici,4 h 20 min,zahtevno brezpotje
10454,Konec ceste na Vogar,3 h 45 min,zahtevno brezpotje
10455,Planina Blato,4 h 30 min,"lahka označena pot, lahko brezpotje"
10455,Koča pri Savici,5 h,"zahtevna označena pot, lahko brezpotje"
10455,Konec ceste na Vogar,4 h 35 min,"lahka označena pot, lahko brezpotje"
10456,Planina Blato,4 h 30 min,lahka označena pot
10456,Planina Blato,5 h 15 min,delno zahtevna označena pot
10456,Koča pri Savici,5 h 45 min,zahtevna označena pot
10456,Koča pri Savici,6 h,zahtevna označena pot
10457,Planina Blato,2 h 50 min,lahko brezpotje
10457,Koča pri Savici,3 h 45 min,lahko brezpotje
1046,Zadnjica,5 h 45 min,zahtevno brezpotje
10461,Konec ceste na Pokljuki,2 h 20 min,zahtevna neoznačena steza
10461,Rudno polje,3 h 30 min,zahtevna neoznačena steza
10461,Rudno polje,2 h 40 min,zahtevna neoznačena steza
10461,Uskovnica,3 h 35 min,zahtevna neoznačena steza
10461,Uskovnica,2 h 55 min,zahtevna neoznačena steza
10461,Uskovnica,3 h 15 min,zahtevna neoznačena steza
10461,Srednja vas,4 h 40 min,zahtevna neoznačena steza
10461,Uskovnica,3 h 35 min,zahtevna neoznačena steza
10461,Srednja vas,5 h,zahtevna neoznačena steza
10463,Ski hotel Vogel,1 h 30 min,lahka označena pot
10463,Javorje,2 h 30 min,lahka označena pot
10463,Ukanc,4 h 25 min,lahka označena pot
10463,Javorje,2 h 40 min,lahka neoznačena steza
10463,Ukanc,4 h,lahka označena pot
10464,Ski hotel Vogel,1 h,lahka neoznačena steza
10464,Javorje,2 h,lahko brezpotje
10465,Vršič,30 min,lahka označena pot
10465,Tonkina koča na Vršiču,1 h 10 min,lahka označena pot
10465,Koča pri izviru Soče,2 h 40 min,lahka označena pot
10465,Erjavčeva koča na Vršiču,50 min,lahka označena pot
10465,Erjavčeva koča na Vršiču,45 min,lahka označena pot
10468,Mojstrana,4 h 15 min,lahka neoznačena steza
10468,Plaz Črlovec,4 h 25 min,"delno zahtevna neoznačena pot, lahka označena pot"
10468,Plaz Črlovec,4 h,"zahtevna neoznačena steza, lahka označena pot"
10469,Mojstrana,3 h 40 min,lahka označena pot
10469,Mojstrana,3 h 30 min,lahka neoznačena steza
10469,Plaz Črlovec,3 h 50 min,"delno zahtevna neoznačena pot, lahka označena pot"
10469,Plaz Črlovec,3 h 25 min,"zahtevna neoznačena steza, lahka označena pot"
10473,Koča pri Peričniku,15 min,lahka označena pot
10474,Koča pri Peričniku,10 min,lahka označena pot
10474,Pri Rosu,55 min,lahka označena pot
10474,Pri Rosu,50 min,lahka označena pot
1048,Dolina Kot,4 h 30 min,delno zahtevna označena pot
1048,Aljažev dom v Vratih,4 h 50 min,zelo zahtevna označena pot
1048,Aljažev dom v Vratih,5 h,zahtevna označena pot
1048,Turkov rovt,4 h 30 min,lahko brezpotje
1048,Konec ceste na Pokljuki,6 h 30 min,zahtevna označena pot
1048,Dolina Krma,5 h 45 min,lahka označena pot
105,Poldov rovt,6 h 30 min,zelo zahtevno brezpotje
105,Poldov rovt,9 h,zelo zahtevno brezpotje
10506,Dolina Krma,4 h,lahko brezpotje
10531,Rudno polje,2 h 15 min,lahko brezpotje
10532,Koča pri Savici,20 min,lahka označena pot
10540,Šport hotel,40 min,lahka označena pot
10580,Stara Fužina,45 min,lahka označena pot
10584,Ravne,1 h 40 min,lahka označena pot
10584,Bohinjska Bistrica,2 h 15 min,lahka označena pot
10584,Bohinjsko sedlo,3 h 20 min,lahka označena pot
10584,Vrh Bače,1 h 30 min,lahka označena pot
10584,Petrovo Brdo,3 h,lahka označena pot
10584,Podbrdo,3 h 45 min,lahka označena pot
10587,Ribčev Laz,3 h,lahka označena pot
10587,Ukanc,2 h 45 min,lahka označena pot
10587,Planina Storeča raven,1 h 15 min,lahka označena pot
10588,Ski hotel Vogel,2 h 30 min,delno zahtevna označena pot
10588,Planina Kuk,2 h 45 min,lahka označena pot
10588,Ski hotel Vogel,2 h 30 min,delno zahtevna označena pot
10588,Ukanc,4 h 30 min,lahka označena pot
10588,Ski hotel Vogel,2 h 30 min,lahka označena pot
10588,Planina Kuk,3 h 30 min,lahka označena pot
10588,Ski hotel Vogel,3 h,delno zahtevna označena pot
10588,Tolminske Ravne,3 h 30 min,lahka označena pot
10588,Planina Storeča raven,3 h 45 min,delno zahtevna označena pot
10588,Tolminske Ravne,3 h,zahtevna označena pot
10588,Planina Storeča raven,3 h 45 min,delno zahtevna označena pot
10588,Ukanc,4 h 15 min,lahka označena pot
10588,Tolminske Ravne,3 h 45 min,zahtevna označena pot
10588,Kneške Ravne,4 h 30 min,"lahka neoznačena steza, lahka označena pot"
10588,Tolminske Ravne,4 h 15 min,lahka označena pot
10588,Kneške Ravne,4 h 35 min,"lahka neoznačena steza, delno zahtevna označena pot"
10588,Kneške Ravne,5 h 20 min,"lahka neoznačena steza, delno zahtevna označena pot"
10588,Kneške Ravne,5 h 15 min,"lahka neoznačena steza, lahka označena pot"
10589,Ski hotel Vogel,2 h 30 min,delno zahtevna označena pot
10589,Ski hotel Vogel,2 h 30 min,lahka neoznačena steza
10589,Planina Kuk,2 h 55 min,"lahka označena pot, lahka neoznačena steza"
10589,Tolminske Ravne,3 h 40 min,"zahtevna označena pot, lahka neoznačena steza"
10589,Tolminske Ravne,3 h 40 min,"lahka označena pot, lahka neoznačena steza"
10589,Tolminske Ravne,4 h 10 min,"lahka označena pot, lahka neoznačena steza"
10589,Tolminske Ravne,3 h 10 min,"zahtevna označena pot, lahka neoznačena steza"
10589,Ukanc,4 h 10 min,"lahka označena pot, lahka neoznačena steza"
10590,Planina Blato,3 h,lahko brezpotje
106,Dom v Tamarju,5 h 15 min,zelo zahtevna označena pot
106,Vršič,6 h 30 min,zelo zahtevna označena pot
106,Vršič,6 h,zelo zahtevna označena pot
106,Zadnja Trenta,6 h,zelo zahtevna označena pot
106,Dom v Tamarju,5 h 45 min,zelo zahtevna označena pot
106,Zadnja Trenta,6 h,zelo zahtevna označena pot
106,Dom v Tamarju,5 h 30 min,zelo zahtevno brezpotje
106,Loška Koritnica,7 h 30 min,zelo zahtevna označena pot
106,Dom v Tamarju,5 h 15 min,zelo zahtevna označena pot
106,Bavšica,8 h 15 min,zelo zahtevna označena pot
10601,Učja,3 h 45 min,lahka označena pot
10605,Drežniške Ravne,3 h,lahka označena pot
10605,Planina Zapleč,2 h,lahka označena pot
10605,Planina Zapleč,2 h,lahka označena pot
10606,Koča pri Savici,4 h 15 min,lahka označena pot
10606,Pod Zjabci,5 h,lahka označena pot
10606,Konec ceste na Vogar,3 h 50 min,delno zahtevna označena pot
10606,Planina Blato,3 h 45 min,lahka označena pot
10606,Konec ceste na Vogar,3 h 50 min,lahka označena pot
10606,Planina Blato,3 h 45 min,delno zahtevna označena pot
10610,Rudno polje,4 h 10 min,zahtevno brezpotje
10629,Pecol,3 h 30 min,zelo zahtevna označena pot
